Time	cursor_x	cursor_y	cursor_z	K1	K2	L1	
0.000500	0.014904	-0.045957	-0.002130	50.000000	35.000000	0.040000	
0.001261	0.014904	-0.046094	-0.002168	50.000000	35.000000	0.040000	
0.001761	0.014904	-0.046094	-0.002168	50.000000	35.000000	0.040000	
0.002261	0.014904	-0.046162	-0.002187	50.000000	35.000000	0.040000	
0.002762	0.014904	-0.046162	-0.002187	50.000000	35.000000	0.040000	
0.003262	0.014871	-0.046219	-0.002247	50.000000	35.000000	0.040000	
0.003762	0.014871	-0.046219	-0.002247	50.000000	35.000000	0.040000	
0.004344	0.014871	-0.046356	-0.002285	50.000000	35.000000	0.040000	
0.004844	0.014871	-0.046424	-0.002305	50.000000	35.000000	0.040000	
0.005345	0.014871	-0.046424	-0.002305	50.000000	35.000000	0.040000	
0.005845	0.014871	-0.046561	-0.002343	50.000000	35.000000	0.040000	
0.006346	0.014871	-0.046561	-0.002343	50.000000	35.000000	0.040000	
0.006846	0.014871	-0.046629	-0.002362	50.000000	35.000000	0.040000	
0.007346	0.014871	-0.046629	-0.002362	50.000000	35.000000	0.040000	
0.007847	0.014871	-0.046697	-0.002381	50.000000	35.000000	0.040000	
0.008406	0.014871	-0.046697	-0.002381	50.000000	35.000000	0.040000	
0.008906	0.014871	-0.046834	-0.002420	50.000000	35.000000	0.040000	
0.009407	0.014871	-0.046834	-0.002420	50.000000	35.000000	0.040000	
0.009907	0.014871	-0.046902	-0.002439	50.000000	35.000000	0.040000	
0.010407	0.014871	-0.046902	-0.002439	50.000000	35.000000	0.040000	
0.010908	0.014871	-0.047038	-0.002477	50.000000	35.000000	0.040000	
0.011408	0.014871	-0.047038	-0.002477	50.000000	35.000000	0.040000	
0.011908	0.014871	-0.047106	-0.002497	50.000000	35.000000	0.040000	
0.012469	0.014871	-0.047106	-0.002497	50.000000	35.000000	0.040000	
0.012969	0.014871	-0.047175	-0.002516	50.000000	35.000000	0.040000	
0.013470	0.014871	-0.047175	-0.002516	50.000000	35.000000	0.040000	
0.013970	0.014871	-0.047243	-0.002536	50.000000	35.000000	0.040000	
0.014471	0.014871	-0.047243	-0.002536	50.000000	35.000000	0.040000	
0.014971	0.014871	-0.047379	-0.002575	50.000000	35.000000	0.040000	
0.015471	0.014871	-0.047379	-0.002575	50.000000	35.000000	0.040000	
0.015972	0.014871	-0.047447	-0.002594	50.000000	35.000000	0.040000	
0.016569	0.014871	-0.047447	-0.002594	50.000000	35.000000	0.040000	
0.017069	0.014871	-0.047515	-0.002614	50.000000	35.000000	0.040000	
0.017811	0.014871	-0.047515	-0.002614	50.000000	35.000000	0.040000	
0.018311	0.014838	-0.047572	-0.002675	50.000000	35.000000	0.040000	
0.018812	0.014838	-0.047572	-0.002675	50.000000	35.000000	0.040000	
0.019312	0.014838	-0.047708	-0.002714	50.000000	35.000000	0.040000	
0.019812	0.014838	-0.047708	-0.002714	50.000000	35.000000	0.040000	
0.020313	0.014838	-0.047776	-0.002733	50.000000	35.000000	0.040000	
0.020813	0.014838	-0.047776	-0.002733	50.000000	35.000000	0.040000	
0.021313	0.014838	-0.047844	-0.002753	50.000000	35.000000	0.040000	
0.021814	0.014838	-0.047844	-0.002753	50.000000	35.000000	0.040000	
0.022314	0.014838	-0.047980	-0.002792	50.000000	35.000000	0.040000	
0.022814	0.014838	-0.047980	-0.002792	50.000000	35.000000	0.040000	
0.023315	0.014838	-0.048048	-0.002812	50.000000	35.000000	0.040000	
0.023815	0.014838	-0.048048	-0.002812	50.000000	35.000000	0.040000	
