Time	cursor_x	cursor_y	cursor_z	K1	K2	L1	
0.000500	0.020000	-0.051011	-0.007993	-6277438562204192200000000000000000000000000000000000000000000000000.000000	-6277438562204192200000000000000000000000000000000000000000000000000.000000	-6277438562204192200000000000000000000000000000000000000000000000000.000000	
0.001001	0.020000	-0.051011	-0.007993	-6277438562204192200000000000000000000000000000000000000000000000000.000000	-6277438562204192200000000000000000000000000000000000000000000000000.000000	-6277438562204192200000000000000000000000000000000000000000000000000.000000	
0.001501	0.020000	-0.051440	-0.008243	-6277438562204192200000000000000000000000000000000000000000000000000.000000	-6277438562204192200000000000000000000000000000000000000000000000000.000000	-6277438562204192200000000000000000000000000000000000000000000000000.000000	
0.002107	0.020000	-0.051440	-0.008243	-6277438562204192200000000000000000000000000000000000000000000000000.000000	-6277438562204192200000000000000000000000000000000000000000000000000.000000	-6277438562204192200000000000000000000000000000000000000000000000000.000000	
0.002608	0.020000	-0.052387	-0.008460	-6277438562204192200000000000000000000000000000000000000000000000000.000000	-6277438562204192200000000000000000000000000000000000000000000000000.000000	-6277438562204192200000000000000000000000000000000000000000000000000.000000	
0.003108	0.020000	-0.052387	-0.008460	-6277438562204192200000000000000000000000000000000000000000000000000.000000	-6277438562204192200000000000000000000000000000000000000000000000000.000000	-6277438562204192200000000000000000000000000000000000000000000000000.000000	
0.003609	0.020000	-0.052387	-0.008460	-6277438562204192200000000000000000000000000000000000000000000000000.000000	-6277438562204192200000000000000000000000000000000000000000000000000.000000	-6277438562204192200000000000000000000000000000000000000000000000000.000000	
0.004109	0.020000	-0.052880	-0.008514	-6277438562204192200000000000000000000000000000000000000000000000000.000000	-6277438562204192200000000000000000000000000000000000000000000000000.000000	-6277438562204192200000000000000000000000000000000000000000000000000.000000	
0.004609	0.020000	-0.052880	-0.008514	-6277438562204192200000000000000000000000000000000000000000000000000.000000	-6277438562204192200000000000000000000000000000000000000000000000000.000000	-6277438562204192200000000000000000000000000000000000000000000000000.000000	
0.005110	0.020000	-0.053377	-0.008554	-6277438562204192200000000000000000000000000000000000000000000000000.000000	-6277438562204192200000000000000000000000000000000000000000000000000.000000	-6277438562204192200000000000000000000000000000000000000000000000000.000000	
0.005610	0.020000	-0.053377	-0.008554	-6277438562204192200000000000000000000000000000000000000000000000000.000000	-6277438562204192200000000000000000000000000000000000000000000000000.000000	-6277438562204192200000000000000000000000000000000000000000000000000.000000	
0.006110	0.020000	-0.053770	-0.008689	-6277438562204192200000000000000000000000000000000000000000000000000.000000	-6277438562204192200000000000000000000000000000000000000000000000000.000000	-6277438562204192200000000000000000000000000000000000000000000000000.000000	
0.006611	0.020000	-0.053770	-0.008689	-6277438562204192200000000000000000000000000000000000000000000000000.000000	-6277438562204192200000000000000000000000000000000000000000000000000.000000	-6277438562204192200000000000000000000000000000000000000000000000000.000000	
0.007111	0.020000	-0.053770	-0.008689	-6277438562204192200000000000000000000000000000000000000000000000000.000000	-6277438562204192200000000000000000000000000000000000000000000000000.000000	-6277438562204192200000000000000000000000000000000000000000000000000.000000	
0.007611	0.020000	-0.054141	-0.008891	-6277438562204192200000000000000000000000000000000000000000000000000.000000	-6277438562204192200000000000000000000000000000000000000000000000000.000000	-6277438562204192200000000000000000000000000000000000000000000000000.000000	
0.008112	0.020000	-0.054141	-0.008891	-6277438562204192200000000000000000000000000000000000000000000000000.000000	-6277438562204192200000000000000000000000000000000000000000000000000.000000	-6277438562204192200000000000000000000000000000000000000000000000000.000000	
0.008705	0.020000	-0.054498	-0.009129	-6277438562204192200000000000000000000000000000000000000000000000000.000000	-6277438562204192200000000000000000000000000000000000000000000000000.000000	-6277438562204192200000000000000000000000000000000000000000000000000.000000	
0.009205	0.020000	-0.054498	-0.009129	-6277438562204192200000000000000000000000000000000000000000000000000.000000	-6277438562204192200000000000000000000000000000000000000000000000000.000000	-6277438562204192200000000000000000000000000000000000000000000000000.000000	
0.009706	0.020000	-0.054898	-0.009457	-6277438562204192200000000000000000000000000000000000000000000000000.000000	-6277438562204192200000000000000000000000000000000000000000000000000.000000	-6277438562204192200000000000000000000000000000000000000000000000000.000000	
0.010206	0.020000	-0.054898	-0.009457	-6277438562204192200000000000000000000000000000000000000000000000000.000000	-6277438562204192200000000000000000000000000000000000000000000000000.000000	-6277438562204192200000000000000000000000000000000000000000000000000.000000	
0.010709	0.020000	-0.054898	-0.009457	-6277438562204192200000000000000000000000000000000000000000000000000.000000	-6277438562204192200000000000000000000000000000000000000000000000000.000000	-6277438562204192200000000000000000000000000000000000000000000000000.000000	
0.011324	0.020000	-0.055635	-0.010069	-6277438562204192200000000000000000000000000000000000000000000000000.000000	-6277438562204192200000000000000000000000000000000000000000000000000.000000	-6277438562204192200000000000000000000000000000000000000000000000000.000000	
0.011888	0.020000	-0.056098	-0.010413	-6277438562204192200000000000000000000000000000000000000000000000000.000000	-6277438562204192200000000000000000000000000000000000000000000000000.000000	-6277438562204192200000000000000000000000000000000000000000000000000.000000	
0.012388	0.020000	-0.056098	-0.010413	-6277438562204192200000000000000000000000000000000000000000000000000.000000	-6277438562204192200000000000000000000000000000000000000000000000000.000000	-6277438562204192200000000000000000000000000000000000000000000000000.000000	
0.012888	0.020000	-0.056098	-0.010413	-6277438562204192200000000000000000000000000000000000000000000000000.000000	-6277438562204192200000000000000000000000000000000000000000000000000.000000	-6277438562204192200000000000000000000000000000000000000000000000000.000000	
0.013439	0.020000	-0.056501	-0.010719	-6277438562204192200000000000000000000000000000000000000000000000000.000000	-6277438562204192200000000000000000000000000000000000000000000000000.000000	-6277438562204192200000000000000000000000000000000000000000000000000.000000	
0.014024	0.020000	-0.056501	-0.010719	-6277438562204192200000000000000000000000000000000000000000000000000.000000	-6277438562204192200000000000000000000000000000000000000000000000000.000000	-6277438562204192200000000000000000000000000000000000000000000000000.000000	
0.014542	0.020000	-0.056501	-0.010719	-6277438562204192200000000000000000000000000000000000000000000000000.000000	-6277438562204192200000000000000000000000000000000000000000000000000.000000	-6277438562204192200000000000000000000000000000000000000000000000000.000000	
0.015042	0.020000	-0.056501	-0.010719	-6277438562204192200000000000000000000000000000000000000000000000000.000000	-6277438562204192200000000000000000000000000000000000000000000000000.000000	-6277438562204192200000000000000000000000000000000000000000000000000.000000	
0.015544	0.020000	-0.056501	-0.010719	-6277438562204192200000000000000000000000000000000000000000000000000.000000	-6277438562204192200000000000000000000000000000000000000000000000000.000000	-6277438562204192200000000000000000000000000000000000000000000000000.000000	
0.016045	0.020000	-0.056501	-0.010719	-6277438562204192200000000000000000000000000000000000000000000000000.000000	-6277438562204192200000000000000000000000000000000000000000000000000.000000	-6277438562204192200000000000000000000000000000000000000000000000000.000000	
0.016655	0.020000	-0.056501	-0.010719	-6277438562204192200000000000000000000000000000000000000000000000000.000000	-6277438562204192200000000000000000000000000000000000000000000000000.000000	-6277438562204192200000000000000000000000000000000000000000000000000.000000	
0.017155	0.020000	-0.056501	-0.010719	-6277438562204192200000000000000000000000000000000000000000000000000.000000	-6277438562204192200000000000000000000000000000000000000000000000000.000000	-6277438562204192200000000000000000000000000000000000000000000000000.000000	
0.017656	0.020000	-0.056501	-0.010719	-6277438562204192200000000000000000000000000000000000000000000000000.000000	-6277438562204192200000000000000000000000000000000000000000000000000.000000	-6277438562204192200000000000000000000000000000000000000000000000000.000000	
0.018156	0.020000	-0.056501	-0.010719	-6277438562204192200000000000000000000000000000000000000000000000000.000000	-6277438562204192200000000000000000000000000000000000000000000000000.000000	-6277438562204192200000000000000000000000000000000000000000000000000.000000	
0.018656	0.020000	-0.056501	-0.010719	-6277438562204192200000000000000000000000000000000000000000000000000.000000	-6277438562204192200000000000000000000000000000000000000000000000000.000000	-6277438562204192200000000000000000000000000000000000000000000000000.000000	
0.019157	0.020000	-0.056501	-0.010719	-6277438562204192200000000000000000000000000000000000000000000000000.000000	-6277438562204192200000000000000000000000000000000000000000000000000.000000	-6277438562204192200000000000000000000000000000000000000000000000000.000000	
0.019657	0.020000	-0.056501	-0.010719	-6277438562204192200000000000000000000000000000000000000000000000000.000000	-6277438562204192200000000000000000000000000000000000000000000000000.000000	-6277438562204192200000000000000000000000000000000000000000000000000.000000	
0.020158	0.020000	-0.056501	-0.010719	-6277438562204192200000000000000000000000000000000000000000000000000.000000	-6277438562204192200000000000000000000000000000000000000000000000000.000000	-6277438562204192200000000000000000000000000000000000000000000000000.000000	
0.020658	0.020000	-0.056501	-0.010719	-6277438562204192200000000000000000000000000000000000000000000000000.000000	-6277438562204192200000000000000000000000000000000000000000000000000.000000	-6277438562204192200000000000000000000000000000000000000000000000000.000000	
0.021158	0.020000	-0.056501	-0.010719	-6277438562204192200000000000000000000000000000000000000000000000000.000000	-6277438562204192200000000000000000000000000000000000000000000000000.000000	-6277438562204192200000000000000000000000000000000000000000000000000.000000	
0.021659	0.020000	-0.056501	-0.010719	-6277438562204192200000000000000000000000000000000000000000000000000.000000	-6277438562204192200000000000000000000000000000000000000000000000000.000000	-6277438562204192200000000000000000000000000000000000000000000000000.000000	
0.022159	0.020000	-0.056501	-0.010719	-6277438562204192200000000000000000000000000000000000000000000000000.000000	-6277438562204192200000000000000000000000000000000000000000000000000.000000	-6277438562204192200000000000000000000000000000000000000000000000000.000000	
0.022659	0.020000	-0.056501	-0.010719	-6277438562204192200000000000000000000000000000000000000000000000000.000000	-6277438562204192200000000000000000000000000000000000000000000000000.000000	-6277438562204192200000000000000000000000000000000000000000000000000.000000	
