Time	cursor_x	cursor_y	cursor_z	K1	K2	L1	
0.000500	0.020000	-0.052807	0.003003	40.000000	20.000000	0.060000	
0.001003	0.020000	-0.052737	0.003025	40.000000	20.000000	0.060000	
0.001504	0.020000	-0.052737	0.003025	40.000000	20.000000	0.060000	
0.002004	0.020000	-0.052747	0.003057	40.000000	20.000000	0.060000	
0.002504	0.020000	-0.052747	0.003057	40.000000	20.000000	0.060000	
0.003005	0.020000	-0.052747	0.003057	40.000000	20.000000	0.060000	
0.003505	0.020000	-0.052676	0.003079	40.000000	20.000000	0.060000	
0.004005	0.020000	-0.052676	0.003079	40.000000	20.000000	0.060000	
0.004506	0.020000	-0.052676	0.003079	40.000000	20.000000	0.060000	
0.005192	0.020000	-0.052676	0.003079	40.000000	20.000000	0.060000	
0.005693	0.020000	-0.052606	0.003100	40.000000	20.000000	0.060000	
0.006193	0.020000	-0.052606	0.003100	40.000000	20.000000	0.060000	
0.006694	0.020000	-0.052545	0.003154	40.000000	20.000000	0.060000	
0.007194	0.020000	-0.052545	0.003154	40.000000	20.000000	0.060000	
0.007694	0.020000	-0.052545	0.003154	40.000000	20.000000	0.060000	
0.008195	0.020000	-0.052545	0.003154	40.000000	20.000000	0.060000	
0.008695	0.020000	-0.052484	0.003208	40.000000	20.000000	0.060000	
0.009195	0.020000	-0.052484	0.003208	40.000000	20.000000	0.060000	
0.009696	0.020000	-0.052484	0.003208	40.000000	20.000000	0.060000	
0.010196	0.020000	-0.052484	0.003208	40.000000	20.000000	0.060000	
0.010697	0.020000	-0.052484	0.003208	40.000000	20.000000	0.060000	
0.011197	0.020000	-0.052484	0.003208	40.000000	20.000000	0.060000	
0.011697	0.020000	-0.052414	0.003229	40.000000	20.000000	0.060000	
0.012198	0.020000	-0.052414	0.003229	40.000000	20.000000	0.060000	
0.012698	0.020000	-0.052414	0.003229	40.000000	20.000000	0.060000	
0.013198	0.020000	-0.052414	0.003229	40.000000	20.000000	0.060000	
