Time	cursor_x	cursor_y	cursor_z	K1	K2	L1	
0.000500	0.025724	-0.045115	0.002458	50.000000	35.000000	0.030000	
0.001001	0.025724	-0.045115	0.002458	50.000000	35.000000	0.030000	
0.001501	0.025724	-0.045115	0.002458	50.000000	35.000000	0.030000	
0.002001	0.025724	-0.045115	0.002458	50.000000	35.000000	0.030000	
0.002502	0.025724	-0.045115	0.002458	50.000000	35.000000	0.030000	
0.003002	0.025724	-0.045115	0.002458	50.000000	35.000000	0.030000	
0.003502	0.025724	-0.045115	0.002458	50.000000	35.000000	0.030000	
0.004003	0.025763	-0.045167	0.002654	50.000000	35.000000	0.030000	
0.004695	0.025763	-0.045167	0.002654	50.000000	35.000000	0.030000	
0.005196	0.025838	-0.045229	0.002889	50.000000	35.000000	0.030000	
0.005696	0.025838	-0.045229	0.002889	50.000000	35.000000	0.030000	
0.006196	0.025838	-0.045229	0.002889	50.000000	35.000000	0.030000	
0.006697	0.025838	-0.045229	0.002889	50.000000	35.000000	0.030000	
0.007479	0.025838	-0.045229	0.002889	50.000000	35.000000	0.030000	
0.007980	0.025838	-0.045229	0.002889	50.000000	35.000000	0.030000	
0.008480	0.025838	-0.045229	0.002889	50.000000	35.000000	0.030000	
0.008980	0.025838	-0.045229	0.002889	50.000000	35.000000	0.030000	
0.009481	0.025838	-0.045229	0.002889	50.000000	35.000000	0.030000	
0.009981	0.025838	-0.045229	0.002889	50.000000	35.000000	0.030000	
0.010481	0.025838	-0.045229	0.002889	50.000000	35.000000	0.030000	
0.010982	0.025838	-0.045229	0.002889	50.000000	35.000000	0.030000	
0.011482	0.025838	-0.045229	0.002889	50.000000	35.000000	0.030000	
0.011982	0.025840	-0.045271	0.003046	50.000000	35.000000	0.030000	
0.012724	0.025840	-0.045271	0.003046	50.000000	35.000000	0.030000	
0.013224	0.025879	-0.045323	0.003242	50.000000	35.000000	0.030000	
0.013724	0.025879	-0.045323	0.003242	50.000000	35.000000	0.030000	
0.014225	0.025879	-0.045323	0.003242	50.000000	35.000000	0.030000	
0.014727	0.025879	-0.045323	0.003242	50.000000	35.000000	0.030000	
0.015227	0.025879	-0.045323	0.003242	50.000000	35.000000	0.030000	
0.015727	0.025879	-0.045323	0.003242	50.000000	35.000000	0.030000	
0.016228	0.025879	-0.045323	0.003242	50.000000	35.000000	0.030000	
0.016728	0.025879	-0.045323	0.003242	50.000000	35.000000	0.030000	
0.017228	0.025879	-0.045323	0.003242	50.000000	35.000000	0.030000	
0.017729	0.025879	-0.045323	0.003242	50.000000	35.000000	0.030000	
0.018236	0.025879	-0.045323	0.003242	50.000000	35.000000	0.030000	
0.019110	0.025879	-0.045323	0.003242	50.000000	35.000000	0.030000	
0.019610	0.025956	-0.045405	0.003554	50.000000	35.000000	0.030000	
0.020111	0.025956	-0.045405	0.003554	50.000000	35.000000	0.030000	
0.020611	0.025956	-0.045405	0.003554	50.000000	35.000000	0.030000	
0.021112	0.025956	-0.045405	0.003554	50.000000	35.000000	0.030000	
0.021612	0.025956	-0.045405	0.003554	50.000000	35.000000	0.030000	
0.022112	0.025956	-0.045405	0.003554	50.000000	35.000000	0.030000	
0.022613	0.025956	-0.045405	0.003554	50.000000	35.000000	0.030000	
0.023200	0.025956	-0.045405	0.003554	50.000000	35.000000	0.030000	
0.023700	0.025995	-0.045457	0.003749	50.000000	35.000000	0.030000	
0.024200	0.025995	-0.045457	0.003749	50.000000	35.000000	0.030000	
0.024701	0.025995	-0.045457	0.003749	50.000000	35.000000	0.030000	
0.025201	0.025995	-0.045457	0.003749	50.000000	35.000000	0.030000	
0.025702	0.025995	-0.045457	0.003749	50.000000	35.000000	0.030000	
0.026202	0.025995	-0.045457	0.003749	50.000000	35.000000	0.030000	
0.026702	0.025995	-0.045457	0.003749	50.000000	35.000000	0.030000	
0.027203	0.025995	-0.045457	0.003749	50.000000	35.000000	0.030000	
0.027703	0.025995	-0.045457	0.003749	50.000000	35.000000	0.030000	
0.028203	0.025995	-0.045457	0.003749	50.000000	35.000000	0.030000	
0.029046	0.025995	-0.045457	0.003749	50.000000	35.000000	0.030000	
0.029547	0.026036	-0.045529	0.004023	50.000000	35.000000	0.030000	
0.030047	0.026036	-0.045529	0.004023	50.000000	35.000000	0.030000	
0.030547	0.026036	-0.045529	0.004023	50.000000	35.000000	0.030000	
0.031048	0.026036	-0.045529	0.004023	50.000000	35.000000	0.030000	
0.031548	0.026036	-0.045529	0.004023	50.000000	35.000000	0.030000	
0.032068	0.026036	-0.045529	0.004023	50.000000	35.000000	0.030000	
0.032569	0.026036	-0.045529	0.004023	50.000000	35.000000	0.030000	
0.033069	0.026036	-0.045529	0.004023	50.000000	35.000000	0.030000	
0.033645	0.026036	-0.045529	0.004023	50.000000	35.000000	0.030000	
0.034146	0.026111	-0.045570	0.004178	50.000000	35.000000	0.030000	
0.034646	0.026111	-0.045570	0.004178	50.000000	35.000000	0.030000	
0.035146	0.026111	-0.045570	0.004178	50.000000	35.000000	0.030000	
0.035647	0.026111	-0.045570	0.004178	50.000000	35.000000	0.030000	
0.036147	0.026111	-0.045570	0.004178	50.000000	35.000000	0.030000	
0.036647	0.026111	-0.045570	0.004178	50.000000	35.000000	0.030000	
0.037148	0.026111	-0.045570	0.004178	50.000000	35.000000	0.030000	
0.037648	0.026111	-0.045570	0.004178	50.000000	35.000000	0.030000	
0.038148	0.026111	-0.045570	0.004178	50.000000	35.000000	0.030000	
0.038881	0.026111	-0.045570	0.004178	50.000000	35.000000	0.030000	
0.039382	0.026111	-0.045570	0.004178	50.000000	35.000000	0.030000	
0.039882	0.026111	-0.045570	0.004178	50.000000	35.000000	0.030000	
0.040545	0.026111	-0.045570	0.004178	50.000000	35.000000	0.030000	
0.041218	0.026111	-0.045570	0.004178	50.000000	35.000000	0.030000	
0.041878	0.026111	-0.045570	0.004178	50.000000	35.000000	0.030000	
0.042536	0.026111	-0.045570	0.004178	50.000000	35.000000	0.030000	
0.043036	0.026187	-0.045631	0.004411	50.000000	35.000000	0.030000	
0.043536	0.026187	-0.045631	0.004411	50.000000	35.000000	0.030000	
0.044037	0.026187	-0.045631	0.004411	50.000000	35.000000	0.030000	
0.044537	0.026187	-0.045631	0.004411	50.000000	35.000000	0.030000	
0.045096	0.026187	-0.045631	0.004411	50.000000	35.000000	0.030000	
0.046273	0.026187	-0.045631	0.004411	50.000000	35.000000	0.030000	
0.046880	0.026264	-0.045693	0.004644	50.000000	35.000000	0.030000	
0.047733	0.026264	-0.045693	0.004644	50.000000	35.000000	0.030000	
0.048234	0.026265	-0.045713	0.004722	50.000000	35.000000	0.030000	
0.048734	0.026265	-0.045713	0.004722	50.000000	35.000000	0.030000	
0.049234	0.026265	-0.045713	0.004722	50.000000	35.000000	0.030000	
0.049735	0.026265	-0.045713	0.004722	50.000000	35.000000	0.030000	
0.050235	0.026265	-0.045713	0.004722	50.000000	35.000000	0.030000	
0.051306	0.026265	-0.045713	0.004722	50.000000	35.000000	0.030000	
0.052167	0.026265	-0.045713	0.004722	50.000000	35.000000	0.030000	
0.052859	0.026265	-0.045713	0.004722	50.000000	35.000000	0.030000	
0.053438	0.026265	-0.045713	0.004722	50.000000	35.000000	0.030000	
0.054155	0.026266	-0.045734	0.004800	50.000000	35.000000	0.030000	
0.054656	0.026266	-0.045734	0.004800	50.000000	35.000000	0.030000	
0.055156	0.026266	-0.045734	0.004800	50.000000	35.000000	0.030000	
0.055657	0.026266	-0.045734	0.004800	50.000000	35.000000	0.030000	
0.056157	0.026342	-0.045775	0.004954	50.000000	35.000000	0.030000	
0.056657	0.026342	-0.045775	0.004954	50.000000	35.000000	0.030000	
0.057158	0.026342	-0.045775	0.004954	50.000000	35.000000	0.030000	
0.057658	0.026342	-0.045775	0.004954	50.000000	35.000000	0.030000	
0.058158	0.026342	-0.045775	0.004954	50.000000	35.000000	0.030000	
0.058659	0.026342	-0.045775	0.004954	50.000000	35.000000	0.030000	
0.059159	0.026342	-0.045775	0.004954	50.000000	35.000000	0.030000	
0.059659	0.026342	-0.045775	0.004954	50.000000	35.000000	0.030000	
0.060160	0.026342	-0.045775	0.004954	50.000000	35.000000	0.030000	
0.060660	0.026342	-0.045775	0.004954	50.000000	35.000000	0.030000	
0.061160	0.026419	-0.045836	0.005186	50.000000	35.000000	0.030000	
