Time	cursor_x	cursor_y	cursor_z	K1	K2	L1	
0.000500	0.020000	-0.046058	0.004871	40.000000	20.000000	0.060000	
0.001001	0.020000	-0.046058	0.004871	40.000000	20.000000	0.060000	
0.001504	0.020000	-0.046058	0.004871	40.000000	20.000000	0.060000	
0.002004	0.020000	-0.046058	0.004871	40.000000	20.000000	0.060000	
0.002504	0.020000	-0.046045	0.004824	40.000000	20.000000	0.060000	
0.003005	0.020000	-0.046045	0.004824	40.000000	20.000000	0.060000	
0.003505	0.020000	-0.046033	0.004777	40.000000	20.000000	0.060000	
0.004005	0.020000	-0.046033	0.004777	40.000000	20.000000	0.060000	
0.004506	0.020000	-0.046033	0.004777	40.000000	20.000000	0.060000	
0.005006	0.020000	-0.046033	0.004777	40.000000	20.000000	0.060000	
0.005506	0.020000	-0.045962	0.004796	40.000000	20.000000	0.060000	
0.006007	0.020000	-0.045962	0.004796	40.000000	20.000000	0.060000	
0.006507	0.020000	-0.045949	0.004749	40.000000	20.000000	0.060000	
0.007008	0.020000	-0.045949	0.004749	40.000000	20.000000	0.060000	
0.007508	0.020000	-0.045949	0.004749	40.000000	20.000000	0.060000	
0.008008	0.020000	-0.045949	0.004749	40.000000	20.000000	0.060000	
0.008509	0.020000	-0.045937	0.004702	40.000000	20.000000	0.060000	
0.009009	0.020000	-0.045937	0.004702	40.000000	20.000000	0.060000	
0.009509	0.020000	-0.045937	0.004702	40.000000	20.000000	0.060000	
0.010010	0.020000	-0.045937	0.004702	40.000000	20.000000	0.060000	
0.010510	0.020000	-0.045924	0.004655	40.000000	20.000000	0.060000	
0.011010	0.020000	-0.045924	0.004655	40.000000	20.000000	0.060000	
0.011511	0.020000	-0.045841	0.004627	40.000000	20.000000	0.060000	
0.012011	0.020000	-0.045841	0.004627	40.000000	20.000000	0.060000	
0.012511	0.020000	-0.045841	0.004627	40.000000	20.000000	0.060000	
0.013012	0.020000	-0.045841	0.004627	40.000000	20.000000	0.060000	
0.013512	0.020000	-0.045828	0.004580	40.000000	20.000000	0.060000	
0.014012	0.020000	-0.045828	0.004580	40.000000	20.000000	0.060000	
0.014513	0.020000	-0.045828	0.004580	40.000000	20.000000	0.060000	
0.015013	0.020000	-0.045828	0.004580	40.000000	20.000000	0.060000	
0.015514	0.020000	-0.045816	0.004533	40.000000	20.000000	0.060000	
0.016014	0.020000	-0.045816	0.004533	40.000000	20.000000	0.060000	
0.016514	0.020000	-0.045816	0.004533	40.000000	20.000000	0.060000	
0.017015	0.020000	-0.045816	0.004533	40.000000	20.000000	0.060000	
0.017515	0.020000	-0.045816	0.004533	40.000000	20.000000	0.060000	
0.018015	0.020000	-0.045816	0.004533	40.000000	20.000000	0.060000	
0.018516	0.020000	-0.045803	0.004486	40.000000	20.000000	0.060000	
0.019016	0.020000	-0.045803	0.004486	40.000000	20.000000	0.060000	
0.019516	0.020000	-0.045791	0.004439	40.000000	20.000000	0.060000	
0.020017	0.020000	-0.045791	0.004439	40.000000	20.000000	0.060000	
0.020517	0.020000	-0.045791	0.004439	40.000000	20.000000	0.060000	
0.021017	0.020000	-0.045791	0.004439	40.000000	20.000000	0.060000	
0.021518	0.020000	-0.045778	0.004392	40.000000	20.000000	0.060000	
0.022018	0.020000	-0.045778	0.004392	40.000000	20.000000	0.060000	
0.022518	0.020000	-0.045707	0.004411	40.000000	20.000000	0.060000	
0.023019	0.020000	-0.045707	0.004411	40.000000	20.000000	0.060000	
0.023519	0.020000	-0.045695	0.004364	40.000000	20.000000	0.060000	
0.024020	0.020000	-0.045695	0.004364	40.000000	20.000000	0.060000	
0.024520	0.020000	-0.045695	0.004364	40.000000	20.000000	0.060000	
0.025020	0.020000	-0.045695	0.004364	40.000000	20.000000	0.060000	
0.025521	0.020000	-0.045670	0.004270	40.000000	20.000000	0.060000	
0.026021	0.020000	-0.045670	0.004270	40.000000	20.000000	0.060000	
0.026521	0.020000	-0.045670	0.004270	40.000000	20.000000	0.060000	
0.027022	0.020000	-0.045670	0.004270	40.000000	20.000000	0.060000	
0.027522	0.020000	-0.045670	0.004270	40.000000	20.000000	0.060000	
0.028022	0.020000	-0.045670	0.004270	40.000000	20.000000	0.060000	
0.028523	0.020000	-0.045658	0.004223	40.000000	20.000000	0.060000	
0.029023	0.020000	-0.045658	0.004223	40.000000	20.000000	0.060000	
0.029523	0.020000	-0.045658	0.004223	40.000000	20.000000	0.060000	
0.030024	0.020000	-0.045658	0.004223	40.000000	20.000000	0.060000	
0.030524	0.020000	-0.045645	0.004176	40.000000	20.000000	0.060000	
0.031024	0.020000	-0.045645	0.004176	40.000000	20.000000	0.060000	
0.031525	0.020000	-0.045645	0.004176	40.000000	20.000000	0.060000	
0.032025	0.020000	-0.045645	0.004176	40.000000	20.000000	0.060000	
0.032526	0.020000	-0.045633	0.004129	40.000000	20.000000	0.060000	
0.033026	0.020000	-0.045633	0.004129	40.000000	20.000000	0.060000	
0.033526	0.020000	-0.045620	0.004082	40.000000	20.000000	0.060000	
0.034027	0.020000	-0.045620	0.004082	40.000000	20.000000	0.060000	
0.034527	0.020000	-0.045620	0.004082	40.000000	20.000000	0.060000	
0.035027	0.020000	-0.045620	0.004082	40.000000	20.000000	0.060000	
0.035528	0.020000	-0.045608	0.004035	40.000000	20.000000	0.060000	
0.036028	0.020000	-0.045608	0.004035	40.000000	20.000000	0.060000	
