Time	cursor_x	cursor_y	cursor_z	K1	K2	L1	
0.000500	0.024361	-0.054670	0.000854	50.000000	40.000000	0.040000	
0.001016	0.024324	-0.054632	0.000739	50.000000	40.000000	0.040000	
0.001516	0.024324	-0.054632	0.000739	50.000000	40.000000	0.040000	
0.002016	0.024324	-0.054607	0.000662	50.000000	40.000000	0.040000	
0.002517	0.024324	-0.054607	0.000662	50.000000	40.000000	0.040000	
0.003017	0.024323	-0.054582	0.000584	50.000000	40.000000	0.040000	
0.003517	0.024323	-0.054582	0.000584	50.000000	40.000000	0.040000	
0.004018	0.024287	-0.054545	0.000469	50.000000	40.000000	0.040000	
0.004518	0.024287	-0.054545	0.000469	50.000000	40.000000	0.040000	
0.005019	0.024286	-0.054520	0.000391	50.000000	40.000000	0.040000	
0.005519	0.024286	-0.054520	0.000391	50.000000	40.000000	0.040000	
0.006019	0.024322	-0.054483	0.000275	50.000000	40.000000	0.040000	
0.006520	0.024322	-0.054483	0.000275	50.000000	40.000000	0.040000	
0.007020	0.024249	-0.054458	0.000198	50.000000	40.000000	0.040000	
0.007520	0.024249	-0.054458	0.000198	50.000000	40.000000	0.040000	
0.008021	0.024249	-0.054408	0.000044	50.000000	40.000000	0.040000	
0.008521	0.024249	-0.054408	0.000044	50.000000	40.000000	0.040000	
0.009021	0.024284	-0.054370	-0.000073	50.000000	40.000000	0.040000	
0.009522	0.024284	-0.054370	-0.000073	50.000000	40.000000	0.040000	
0.010022	0.024284	-0.054370	-0.000073	50.000000	40.000000	0.040000	
0.010522	0.024284	-0.054345	-0.000150	50.000000	40.000000	0.040000	
0.011088	0.024284	-0.054345	-0.000150	50.000000	40.000000	0.040000	
0.011610	0.024283	-0.054320	-0.000228	50.000000	40.000000	0.040000	
0.012110	0.024283	-0.054320	-0.000228	50.000000	40.000000	0.040000	
0.012611	0.024283	-0.054320	-0.000228	50.000000	40.000000	0.040000	
0.013111	0.024283	-0.054295	-0.000305	50.000000	40.000000	0.040000	
0.013611	0.024246	-0.054257	-0.000421	50.000000	40.000000	0.040000	
0.014112	0.024246	-0.054257	-0.000421	50.000000	40.000000	0.040000	
0.014612	0.024246	-0.054232	-0.000499	50.000000	40.000000	0.040000	
0.015138	0.024246	-0.054232	-0.000499	50.000000	40.000000	0.040000	
0.015639	0.024246	-0.054207	-0.000577	50.000000	40.000000	0.040000	
0.016139	0.024246	-0.054207	-0.000577	50.000000	40.000000	0.040000	
0.016640	0.024281	-0.054170	-0.000693	50.000000	40.000000	0.040000	
0.017140	0.024281	-0.054170	-0.000693	50.000000	40.000000	0.040000	
0.017640	0.024245	-0.054157	-0.000732	50.000000	40.000000	0.040000	
0.018141	0.024245	-0.054157	-0.000732	50.000000	40.000000	0.040000	
0.018641	0.024245	-0.054157	-0.000732	50.000000	40.000000	0.040000	
0.019144	0.024244	-0.054107	-0.000887	50.000000	40.000000	0.040000	
0.019644	0.024244	-0.054107	-0.000887	50.000000	40.000000	0.040000	
0.020145	0.024244	-0.054107	-0.000887	50.000000	40.000000	0.040000	
0.020645	0.024279	-0.054000	-0.000982	50.000000	40.000000	0.040000	
0.021145	0.024279	-0.054000	-0.000982	50.000000	40.000000	0.040000	
0.021646	0.024279	-0.053975	-0.001060	50.000000	40.000000	0.040000	
0.022146	0.024279	-0.053975	-0.001060	50.000000	40.000000	0.040000	
0.022646	0.024279	-0.053950	-0.001138	50.000000	40.000000	0.040000	
0.023147	0.024279	-0.053950	-0.001138	50.000000	40.000000	0.040000	
0.023647	0.024278	-0.053925	-0.001216	50.000000	40.000000	0.040000	
0.024147	0.024278	-0.053925	-0.001216	50.000000	40.000000	0.040000	
0.024648	0.024278	-0.053900	-0.001294	50.000000	40.000000	0.040000	
0.025148	0.024278	-0.053900	-0.001294	50.000000	40.000000	0.040000	
0.025649	0.024278	-0.053875	-0.001371	50.000000	40.000000	0.040000	
0.026149	0.024278	-0.053875	-0.001371	50.000000	40.000000	0.040000	
0.026649	0.024278	-0.053875	-0.001371	50.000000	40.000000	0.040000	
0.027244	0.024277	-0.053850	-0.001449	50.000000	40.000000	0.040000	
0.027754	0.024277	-0.053850	-0.001449	50.000000	40.000000	0.040000	
0.028324	0.024313	-0.053837	-0.001489	50.000000	40.000000	0.040000	
0.028824	0.024312	-0.053812	-0.001567	50.000000	40.000000	0.040000	
0.029325	0.024312	-0.053812	-0.001567	50.000000	40.000000	0.040000	
0.029825	0.024312	-0.053787	-0.001645	50.000000	40.000000	0.040000	
0.030331	0.024312	-0.053787	-0.001645	50.000000	40.000000	0.040000	
0.030831	0.024311	-0.053693	-0.001701	50.000000	40.000000	0.040000	
0.031332	0.024311	-0.053693	-0.001701	50.000000	40.000000	0.040000	
0.031832	0.024347	-0.053655	-0.001818	50.000000	40.000000	0.040000	
