Time	cursor_x	cursor_y	cursor_z	K1	K2	L1	
0.000624	0.020000	-0.053122	0.004782	100.000000	50.000000	0.040000	
0.001216	0.020000	-0.053122	0.004782	100.000000	50.000000	0.040000	
0.001735	0.020000	-0.053122	0.004782	100.000000	50.000000	0.040000	
0.002236	0.020000	-0.053122	0.004782	100.000000	50.000000	0.040000	
0.002736	0.020000	-0.053108	0.004737	100.000000	50.000000	0.040000	
0.003236	0.020000	-0.053108	0.004737	100.000000	50.000000	0.040000	
0.003737	0.020000	-0.053023	0.004715	100.000000	50.000000	0.040000	
0.004237	0.020000	-0.053023	0.004715	100.000000	50.000000	0.040000	
0.027580	0.020000	-0.052583	0.004293	100.000000	50.000000	0.040000	
0.028080	0.020000	-0.052512	0.004314	100.000000	50.000000	0.040000	
0.028581	0.020000	-0.052512	0.004314	100.000000	50.000000	0.040000	
0.029081	0.020000	-0.052512	0.004314	100.000000	50.000000	0.040000	
0.029581	0.020000	-0.052499	0.004270	100.000000	50.000000	0.040000	
0.030082	0.020000	-0.052499	0.004270	100.000000	50.000000	0.040000	
0.030582	0.020000	-0.052485	0.004225	100.000000	50.000000	0.040000	
0.031082	0.020000	-0.052485	0.004225	100.000000	50.000000	0.040000	
0.031583	0.020000	-0.052485	0.004225	100.000000	50.000000	0.040000	
0.032083	0.020000	-0.052485	0.004225	100.000000	50.000000	0.040000	
0.032583	0.020000	-0.052485	0.004225	100.000000	50.000000	0.040000	
0.033084	0.020000	-0.052400	0.004202	100.000000	50.000000	0.040000	
0.033584	0.020000	-0.052400	0.004202	100.000000	50.000000	0.040000	
0.034207	0.020000	-0.052400	0.004202	100.000000	50.000000	0.040000	
0.034723	0.020000	-0.052400	0.004202	100.000000	50.000000	0.040000	
0.035224	0.020000	-0.052395	0.004184	100.000000	50.000000	0.040000	
0.035734	0.020000	-0.052395	0.004184	100.000000	50.000000	0.040000	
0.036299	0.020000	-0.052395	0.004184	100.000000	50.000000	0.040000	
0.036800	0.020000	-0.052395	0.004184	100.000000	50.000000	0.040000	
0.037300	0.020000	-0.052311	0.004161	100.000000	50.000000	0.040000	
0.037800	0.020000	-0.052311	0.004161	100.000000	50.000000	0.040000	
0.038301	0.020000	-0.052311	0.004161	100.000000	50.000000	0.040000	
0.038801	0.020000	-0.052311	0.004161	100.000000	50.000000	0.040000	
0.039302	0.020000	-0.052311	0.004161	100.000000	50.000000	0.040000	
0.039802	0.020000	-0.052297	0.004116	100.000000	50.000000	0.040000	
0.040302	0.020000	-0.052297	0.004116	100.000000	50.000000	0.040000	
0.040803	0.020000	-0.052297	0.004116	100.000000	50.000000	0.040000	
0.041303	0.020000	-0.052297	0.004116	100.000000	50.000000	0.040000	
0.041803	0.020000	-0.052297	0.004116	100.000000	50.000000	0.040000	
0.042304	0.020000	-0.052213	0.004093	100.000000	50.000000	0.040000	
0.042813	0.020000	-0.052213	0.004093	100.000000	50.000000	0.040000	
0.043314	0.020000	-0.052213	0.004093	100.000000	50.000000	0.040000	
0.043814	0.020000	-0.052213	0.004093	100.000000	50.000000	0.040000	
0.044314	0.020000	-0.052213	0.004093	100.000000	50.000000	0.040000	
0.044815	0.020000	-0.052199	0.004048	100.000000	50.000000	0.040000	
0.045315	0.020000	-0.052199	0.004048	100.000000	50.000000	0.040000	
0.045816	0.020000	-0.052199	0.004048	100.000000	50.000000	0.040000	
0.046342	0.020000	-0.052199	0.004048	100.000000	50.000000	0.040000	
0.046843	0.020000	-0.052128	0.004069	100.000000	50.000000	0.040000	
0.047343	0.020000	-0.052128	0.004069	100.000000	50.000000	0.040000	
0.047844	0.020000	-0.052128	0.004069	100.000000	50.000000	0.040000	
0.048344	0.020000	-0.052115	0.004025	100.000000	50.000000	0.040000	
0.048844	0.020000	-0.052115	0.004025	100.000000	50.000000	0.040000	
0.049376	0.020000	-0.052101	0.003980	100.000000	50.000000	0.040000	
0.049885	0.020000	-0.052101	0.003980	100.000000	50.000000	0.040000	
0.050561	0.020000	-0.052101	0.003980	100.000000	50.000000	0.040000	
0.051064	0.020000	-0.052101	0.003980	100.000000	50.000000	0.040000	
0.051633	0.020000	-0.052030	0.004001	100.000000	50.000000	0.040000	
0.052133	0.020000	-0.052030	0.004001	100.000000	50.000000	0.040000	
0.052633	0.020000	-0.052030	0.004001	100.000000	50.000000	0.040000	
0.053183	0.020000	-0.052025	0.003984	100.000000	50.000000	0.040000	
0.053746	0.020000	-0.052025	0.003984	100.000000	50.000000	0.040000	
0.054247	0.020000	-0.052025	0.003984	100.000000	50.000000	0.040000	
0.054747	0.020000	-0.052025	0.003984	100.000000	50.000000	0.040000	
0.055248	0.020000	-0.051941	0.003960	100.000000	50.000000	0.040000	
0.055748	0.020000	-0.051941	0.003960	100.000000	50.000000	0.040000	
0.056248	0.020000	-0.051941	0.003960	100.000000	50.000000	0.040000	
0.056749	0.020000	-0.051941	0.003960	100.000000	50.000000	0.040000	
0.057249	0.020000	-0.051941	0.003960	100.000000	50.000000	0.040000	
0.057749	0.020000	-0.051941	0.003960	100.000000	50.000000	0.040000	
0.058250	0.020000	-0.051941	0.003960	100.000000	50.000000	0.040000	
0.058750	0.020000	-0.051927	0.003915	100.000000	50.000000	0.040000	
0.059250	0.020000	-0.051927	0.003915	100.000000	50.000000	0.040000	
0.059751	0.020000	-0.051913	0.003870	100.000000	50.000000	0.040000	
0.060251	0.020000	-0.051913	0.003870	100.000000	50.000000	0.040000	
0.060751	0.020000	-0.051913	0.003870	100.000000	50.000000	0.040000	
0.061252	0.020000	-0.051843	0.003892	100.000000	50.000000	0.040000	
0.061752	0.020000	-0.051843	0.003892	100.000000	50.000000	0.040000	
0.062252	0.020000	-0.051851	0.003920	100.000000	50.000000	0.040000	
0.062753	0.020000	-0.051851	0.003920	100.000000	50.000000	0.040000	
0.063253	0.020000	-0.051851	0.003920	100.000000	50.000000	0.040000	
0.063754	0.020000	-0.051851	0.003920	100.000000	50.000000	0.040000	
0.064254	0.020000	-0.051851	0.003920	100.000000	50.000000	0.040000	
0.064754	0.020000	-0.051767	0.003896	100.000000	50.000000	0.040000	
0.065255	0.020000	-0.051767	0.003896	100.000000	50.000000	0.040000	
0.065755	0.020000	-0.051767	0.003896	100.000000	50.000000	0.040000	
0.066255	0.020000	-0.051767	0.003896	100.000000	50.000000	0.040000	
0.066756	0.020000	-0.051767	0.003896	100.000000	50.000000	0.040000	
0.067256	0.020000	-0.051767	0.003896	100.000000	50.000000	0.040000	
0.067756	0.020000	-0.051767	0.003896	100.000000	50.000000	0.040000	
0.068257	0.020000	-0.051753	0.003851	100.000000	50.000000	0.040000	
0.068757	0.020000	-0.051753	0.003851	100.000000	50.000000	0.040000	
0.069257	0.020000	-0.051682	0.003872	100.000000	50.000000	0.040000	
0.069758	0.020000	-0.051682	0.003872	100.000000	50.000000	0.040000	
0.070258	0.020000	-0.051682	0.003872	100.000000	50.000000	0.040000	
0.070759	0.020000	-0.051682	0.003872	100.000000	50.000000	0.040000	
0.071259	0.020000	-0.051682	0.003872	100.000000	50.000000	0.040000	
0.071759	0.020000	-0.051669	0.003827	100.000000	50.000000	0.040000	
0.072260	0.020000	-0.051669	0.003827	100.000000	50.000000	0.040000	
0.072760	0.020000	-0.051598	0.003848	100.000000	50.000000	0.040000	
0.073260	0.020000	-0.051598	0.003848	100.000000	50.000000	0.040000	
0.073761	0.020000	-0.051584	0.003803	100.000000	50.000000	0.040000	
0.074261	0.020000	-0.051584	0.003803	100.000000	50.000000	0.040000	
0.074761	0.020000	-0.051584	0.003803	100.000000	50.000000	0.040000	
0.075262	0.020000	-0.051584	0.003803	100.000000	50.000000	0.040000	
0.075762	0.020000	-0.051584	0.003803	100.000000	50.000000	0.040000	
0.076262	0.020000	-0.051593	0.003831	100.000000	50.000000	0.040000	
0.076812	0.020000	-0.051593	0.003831	100.000000	50.000000	0.040000	
0.077312	0.020000	-0.051508	0.003807	100.000000	50.000000	0.040000	
0.077813	0.020000	-0.051508	0.003807	100.000000	50.000000	0.040000	
0.078313	0.020000	-0.051508	0.003807	100.000000	50.000000	0.040000	
0.078813	0.020000	-0.051508	0.003807	100.000000	50.000000	0.040000	
0.079314	0.020000	-0.051508	0.003807	100.000000	50.000000	0.040000	
0.079814	0.020000	-0.051508	0.003807	100.000000	50.000000	0.040000	
0.080315	0.020000	-0.051508	0.003807	100.000000	50.000000	0.040000	
0.080815	0.020000	-0.051446	0.003856	100.000000	50.000000	0.040000	
0.081315	0.020000	-0.051446	0.003856	100.000000	50.000000	0.040000	
0.081816	0.020000	-0.051433	0.003811	100.000000	50.000000	0.040000	
0.082316	0.020000	-0.051433	0.003811	100.000000	50.000000	0.040000	
0.082816	0.020000	-0.051433	0.003811	100.000000	50.000000	0.040000	
0.083319	0.020000	-0.051433	0.003811	100.000000	50.000000	0.040000	
0.084060	0.020000	-0.051433	0.003811	100.000000	50.000000	0.040000	
0.084561	0.020000	-0.051348	0.003787	100.000000	50.000000	0.040000	
0.085061	0.020000	-0.051348	0.003787	100.000000	50.000000	0.040000	
0.085561	0.020000	-0.051348	0.003787	100.000000	50.000000	0.040000	
0.086062	0.020000	-0.051348	0.003787	100.000000	50.000000	0.040000	
0.086562	0.020000	-0.051335	0.003742	100.000000	50.000000	0.040000	
0.087062	0.020000	-0.051335	0.003742	100.000000	50.000000	0.040000	
0.087563	0.020000	-0.051335	0.003742	100.000000	50.000000	0.040000	
0.088063	0.020000	-0.051264	0.003763	100.000000	50.000000	0.040000	
0.088564	0.020000	-0.051264	0.003763	100.000000	50.000000	0.040000	
0.089064	0.020000	-0.051272	0.003791	100.000000	50.000000	0.040000	
0.089564	0.020000	-0.051272	0.003791	100.000000	50.000000	0.040000	
0.090065	0.020000	-0.051259	0.003746	100.000000	50.000000	0.040000	
0.090565	0.020000	-0.051259	0.003746	100.000000	50.000000	0.040000	
0.091065	0.020000	-0.051259	0.003746	100.000000	50.000000	0.040000	
0.091566	0.020000	-0.051188	0.003767	100.000000	50.000000	0.040000	
0.092066	0.020000	-0.051188	0.003767	100.000000	50.000000	0.040000	
0.092566	0.020000	-0.051188	0.003767	100.000000	50.000000	0.040000	
0.093067	0.020000	-0.051188	0.003767	100.000000	50.000000	0.040000	
0.093567	0.020000	-0.051175	0.003722	100.000000	50.000000	0.040000	
0.094067	0.020000	-0.051175	0.003722	100.000000	50.000000	0.040000	
0.094568	0.020000	-0.051175	0.003722	100.000000	50.000000	0.040000	
0.095068	0.020000	-0.051104	0.003743	100.000000	50.000000	0.040000	
0.095569	0.020000	-0.051104	0.003743	100.000000	50.000000	0.040000	
0.096069	0.020000	-0.051104	0.003743	100.000000	50.000000	0.040000	
0.096569	0.020000	-0.051104	0.003743	100.000000	50.000000	0.040000	
0.097070	0.020000	-0.051099	0.003725	100.000000	50.000000	0.040000	
